,dynamic prices,tariff,Abrechnung_Stufen,Abrechnung_Dynamic
2023-06-17 18:00:00,34.58491050000001,30.97,0.07216010000005409,0.08058284146506042
2023-06-17 19:00:00,35.7319515,30.97,0.056675099999997744,0.0653894712449974
2023-06-17 20:00:00,36.73530000000001,30.97,0.0724697999998355,0.0859606019998049
2023-06-17 21:00:00,35.6569815,30.97,0.06813400000007887,0.0784453593000908
2023-06-17 22:00:00,34.44246750000001,30.97,0.06999219999989409,0.07783997654988223
2023-06-17 23:00:00,33.436620000000005,30.97,0.060701199999972956,0.06553577519997082
2023-06-18 00:00:00,32.160880500000005,30.97,0.05388779999999324,0.05595993206999299
2023-06-18 01:00:00,31.238749500000008,30.97,0.06720490000017126,0.06778808641517275
2023-06-18 02:00:00,30.97010700000001,30.97,0.04738409999979495,0.047384263709794955
2023-06-18 03:00:00,30.362850000000005,30.97,0.003097000000067601,0.003036285000066276
2023-06-18 04:00:00,30.186670500000005,30.97,0.0,0.0
2023-06-18 05:00:00,29.616898500000005,30.97,0.0,0.0
2023-06-18 06:00:00,28.870947,30.97,0.0,0.0
2023-06-18 07:00:00,27.98880000000001,26.52,0.0,0.0
2023-06-18 08:00:00,27.130393500000004,26.52,0.0,0.0
2023-06-18 09:00:00,25.284882000000007,26.52,0.0,0.0
2023-06-18 10:00:00,24.0716175,26.52,0.0,0.0
2023-06-18 11:00:00,23.089510500000003,26.52,0.0,0.0
2023-06-18 12:00:00,21.039081,18.88,0.0,0.0
2023-06-18 13:00:00,20.4905505,18.88,0.0,0.0
2023-06-18 14:00:00,23.488101000000004,26.52,0.0,0.0
2023-06-18 15:00:00,26.7393,26.52,0.0,0.0
2023-06-18 16:00:00,29.067118500000003,30.97,0.0,0.0
2023-06-18 17:00:00,30.766438500000007,30.97,0.017652899999934652,0.017536869944935085
2023-06-18 18:00:00,33.74899500000001,30.97,0.09012270000005183,0.0982095754500565
2023-06-18 19:00:00,34.8922875,30.97,0.10189130000019604,0.11479562587522088
2023-06-18 20:00:00,34.5449265,30.97,0.10715619999986029,0.11952544568984416
2023-06-18 21:00:00,34.5449265,30.97,0.06813400000007887,0.07599883830008798
2023-06-18 22:00:00,32.06466900000001,30.97,0.0709212999998017,0.07342809200979471
2023-06-18 23:00:00,29.865549,30.97,0.06348850000025913,0.061224375450249904
2023-06-19 00:00:00,29.078364000000004,29.83,0.05667699999988062,0.05524889159988364
2023-06-19 01:00:00,28.442368500000004,29.83,0.06592429999986543,0.0628576343848717
2023-06-19 02:00:00,28.578564000000004,29.83,0.04534160000001302,0.04343941728001248
2023-06-19 03:00:00,29.144587500000004,29.83,0.03818240000018232,0.03730507200017813
2023-06-19 04:00:00,29.357002500000004,29.83,0.006860900000041238,0.006752110575040585
2023-06-19 05:00:00,32.10840150000001,29.83,0.0,0.0
2023-06-19 06:00:00,34.1275935,34.56,0.0,0.0
2023-06-19 07:00:00,33.9401685,34.56,0.0,0.0
2023-06-19 08:00:00,31.8185175,29.83,0.0,0.0
2023-06-19 09:00:00,30.377844000000003,29.83,0.0,0.0
2023-06-19 10:00:00,29.5219365,29.83,0.0,0.0
2023-06-19 11:00:00,29.028384000000003,29.83,0.0,0.0
2023-06-19 12:00:00,28.621047000000004,29.83,0.0,0.0
2023-06-19 13:00:00,28.417378500000005,29.83,0.0,0.0
2023-06-19 14:00:00,29.142088500000007,29.83,0.0,0.0
2023-06-19 15:00:00,29.634391500000003,29.83,0.0,0.0
2023-06-19 16:00:00,31.122546,29.83,0.0,0.0
2023-06-19 17:00:00,34.486200000000004,34.56,0.025574399999866732,0.025519787999867014
2023-06-19 18:00:00,38.6482845,34.56,0.09503999999987428,0.1062827823748594
2023-06-19 19:00:00,42.07941149999999,34.56,0.11473920000011567,0.1397036461801408
2023-06-19 20:00:00,39.669126,34.56,0.07395839999997988,0.08489192963997692
2023-06-19 21:00:00,36.1492845,34.56,0.0857088000001735,0.08965022556018148
2023-06-19 22:00:00,34.2525435,34.56,0.07257600000001257,0.07193034135001247
2023-06-19 23:00:00,32.510740500000004,34.56,0.07292159999976866,0.06859766245478238
2023-06-20 00:00:00,31.202514000000004,29.83,0.06115149999997829,0.06396515369997731
2023-06-20 01:00:00,30.386590500000004,29.83,0.05578209999996961,0.056822924234969055
2023-06-20 02:00:00,30.0342315,29.83,0.05458889999999783,0.05496264364499782
2023-06-20 03:00:00,30.000495,29.83,0.0238640000002496,0.024000396000251025
2023-06-20 04:00:00,30.698965500000003,29.83,0.009247299999984806,0.009516679304984366
2023-06-20 05:00:00,33.6053025,34.56,0.0,0.0
2023-06-20 06:00:00,35.53328100000001,34.56,0.0,0.0
2023-06-20 07:00:00,35.709460500000006,34.56,0.0,0.0
2023-06-20 08:00:00,33.729003,34.56,0.0,0.0
2023-06-20 09:00:00,31.623595500000004,29.83,0.0,0.0
2023-06-20 10:00:00,30.5640195,29.83,0.0,0.0
2023-06-20 11:00:00,29.878044000000006,29.83,0.0,0.0
2023-06-20 12:00:00,29.319517500000007,29.83,0.0,0.0
2023-06-20 13:00:00,29.190819000000005,29.83,0.0,0.0
2023-06-20 14:00:00,30.010491000000005,29.83,0.0,0.0
2023-06-20 15:00:00,30.534031500000005,29.83,0.0,0.0
2023-06-20 16:00:00,32.19211800000001,29.83,0.0,0.0
2023-06-20 17:00:00,34.861050000000006,34.56,0.003110400000005029,0.0031374945000050736
2023-06-20 18:00:00,37.4337705,34.56,0.05564160000002012,0.06026837050502179
2023-06-20 19:00:00,37.99479600000001,34.56,0.08259839999985417,0.09080756243983969
2023-06-20 20:00:00,36.11055,34.56,0.09020160000014585,0.0942485355001524
2023-06-20 21:00:00,34.61115,34.56,0.0756863999997033,0.07579841849970284
2023-06-20 22:00:00,32.3957865,34.56,0.0732672000001534,0.06867906738014379
2023-06-20 23:00:00,32.32456500000001,34.56,0.07879680000002263,0.07370000820002118
2023-06-21 00:00:00,31.2112605,29.83,0.0548872000000586,0.05742871932006132
2023-06-21 01:00:00,30.467808000000005,29.83,0.07427669999993923,0.07586484191993793
2023-06-21 02:00:00,30.354103500000004,29.83,0.03788409999985024,0.03854971144484762
2023-06-21 03:00:00,30.33411150000001,29.83,0.02684700000004341,0.02730070035004415
2023-06-21 04:00:00,30.741448500000004,29.83,0.008949000000195337,0.009222434550201308
2023-06-21 05:00:00,33.25794150000001,34.56,0.05875200000002515,0.05653850055002422
2023-06-21 06:00:00,34.569916500000005,34.56,0.0,0.0
2023-06-21 07:00:00,35.432071500000006,34.56,0.0,0.0
2023-06-21 08:00:00,33.13674000000001,34.56,0.0,0.0
2023-06-21 09:00:00,31.105053,29.83,0.0,0.0
2023-06-21 10:00:00,30.239149500000007,29.83,0.0,0.0
2023-06-21 11:00:00,29.6393895,29.83,0.0,0.0
2023-06-21 12:00:00,29.212060500000003,29.83,0.014914999999782956,0.014606030249787457
2023-06-21 13:00:00,28.908432,29.83,0.006264300000190997,0.006070770720185097
2023-06-21 14:00:00,29.598156000000003,29.83,0.0,0.0
2023-06-21 15:00:00,29.8892895,29.83,0.0,0.0
2023-06-21 16:00:00,31.569867,29.83,0.0,0.0
2023-06-21 17:00:00,34.637389500000005,34.56,0.0214271999999648,0.021475181489964718
2023-06-21 18:00:00,38.2984245,34.56,0.11301119999976363,0.12523584811473806
2023-06-21 19:00:00,41.1972645,34.56,0.11923200000008802,0.14213056252510492
2023-06-21 20:00:00,40.011489,34.56,0.08294399999992458,0.09602757359991265
